File_ID,File_Path_Origin,File_Size,File_Date,File_Path_Destination,File_Destination_Size
76,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13707-INFO-EMP-LINKEDIN-FR-1451696009.html,294.3 KB,2023-04-07 13:47:46.655871,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13707-INFO-EMP-LINKEDIN-FR-1451696009.html,294.3 KB
77,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13604-AVIS-SOC-GLASSDOOR-E37990_P1.html,487.9 KB,2023-04-07 13:47:46.656540,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13604-AVIS-SOC-GLASSDOOR-E37990_P1.html,487.9 KB
78,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13737-INFO-SOC-GLASSDOOR-E2947949_P1.html,195.7 KB,2023-04-07 13:47:46.657218,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13737-INFO-SOC-GLASSDOOR-E2947949_P1.html,195.7 KB
79,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13654-INFO-EMP-LINKEDIN-FR-1599900656.html,418.3 KB,2023-04-07 13:47:46.657874,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13654-INFO-EMP-LINKEDIN-FR-1599900656.html,418.3 KB
80,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13628-AVIS-SOC-GLASSDOOR-E235643_P2.html,635.2 KB,2023-04-07 13:47:46.658581,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13628-AVIS-SOC-GLASSDOOR-E235643_P2.html,635.2 KB
81,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13701-AVIS-SOC-GLASSDOOR-E1132974_P1.html,540.3 KB,2023-04-07 13:47:46.659256,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13701-AVIS-SOC-GLASSDOOR-E1132974_P1.html,540.3 KB
82,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13738-INFO-EMP-LINKEDIN-FR-1609503176.html,196.9 KB,2023-04-07 13:47:46.660001,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13738-INFO-EMP-LINKEDIN-FR-1609503176.html,196.9 KB
83,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13629-AVIS-SOC-GLASSDOOR-E474142_P1.html,347.2 KB,2023-04-07 13:47:46.660666,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13629-AVIS-SOC-GLASSDOOR-E474142_P1.html,347.2 KB
84,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13634-INFO-EMP-LINKEDIN-FR-1607857216.html,346.7 KB,2023-04-07 13:47:46.661328,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13634-INFO-EMP-LINKEDIN-FR-1607857216.html,346.7 KB
85,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13577-AVIS-SOC-GLASSDOOR-E235143_P1.html,493.3 KB,2023-04-07 13:47:46.661994,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13577-AVIS-SOC-GLASSDOOR-E235143_P1.html,493.3 KB
86,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13645-AVIS-SOC-GLASSDOOR-E14590_P2.html,719.3 KB,2023-04-07 13:47:46.662630,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13645-AVIS-SOC-GLASSDOOR-E14590_P2.html,719.3 KB
87,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13795-INFO-SOC-GLASSDOOR-E231247_P1.html,214.9 KB,2023-04-07 13:47:46.663307,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13795-INFO-SOC-GLASSDOOR-E231247_P1.html,214.9 KB
88,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13617-INFO-EMP-LINKEDIN-FR-1566352908.html,366.4 KB,2023-04-07 13:47:46.664027,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13617-INFO-EMP-LINKEDIN-FR-1566352908.html,366.4 KB
89,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13760-INFO-SOC-GLASSDOOR-E1194086_P1.html,206.7 KB,2023-04-07 13:47:46.664710,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13760-INFO-SOC-GLASSDOOR-E1194086_P1.html,206.7 KB
90,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13677-AVIS-SOC-GLASSDOOR-E1063459_P1.html,322.2 KB,2023-04-07 13:47:46.665508,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13677-AVIS-SOC-GLASSDOOR-E1063459_P1.html,322.2 KB
91,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,359.9 KB,2023-04-07 13:47:46.666417,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13546-AVIS-SOC-GLASSDOOR-E12966_P1.html,359.9 KB
92,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13732-INFO-SOC-GLASSDOOR-E158808_P1.html,226.1 KB,2023-04-07 13:47:46.667105,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13732-INFO-SOC-GLASSDOOR-E158808_P1.html,226.1 KB
93,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13564-AVIS-SOC-GLASSDOOR-E4245_P2.html,725.5 KB,2023-04-07 13:47:46.667765,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13564-AVIS-SOC-GLASSDOOR-E4245_P2.html,725.5 KB
94,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13691-INFO-SOC-GLASSDOOR-E1130973_P1.html,217.5 KB,2023-04-07 13:47:46.668444,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13691-INFO-SOC-GLASSDOOR-E1130973_P1.html,217.5 KB
95,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13716-INFO-SOC-GLASSDOOR-E466295_P1.html,224.0 KB,2023-04-07 13:47:46.669115,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13716-INFO-SOC-GLASSDOOR-E466295_P1.html,224.0 KB
96,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13675-INFO-EMP-LINKEDIN-FR-1616503045.html,149.8 KB,2023-04-07 13:47:46.669752,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13675-INFO-EMP-LINKEDIN-FR-1616503045.html,149.8 KB
97,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13809-AVIS-SOC-GLASSDOOR-E413452_P1.html,463.2 KB,2023-04-07 13:47:46.670475,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13809-AVIS-SOC-GLASSDOOR-E413452_P1.html,463.2 KB
98,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13803-AVIS-SOC-GLASSDOOR-E20114_P2.html,701.0 KB,2023-04-07 13:47:46.671177,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13803-AVIS-SOC-GLASSDOOR-E20114_P2.html,701.0 KB
99,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13600-INFO-EMP-LINKEDIN-FR-1451233659.html,384.8 KB,2023-04-07 13:47:46.671831,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13600-INFO-EMP-LINKEDIN-FR-1451233659.html,384.8 KB
100,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13716-AVIS-SOC-GLASSDOOR-E466295_P2.html,648.7 KB,2023-04-07 13:47:46.672491,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13716-AVIS-SOC-GLASSDOOR-E466295_P2.html,648.7 KB
101,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13717-INFO-EMP-LINKEDIN-FR-1564431808.html,309.3 KB,2023-04-07 13:47:46.673156,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13717-INFO-EMP-LINKEDIN-FR-1564431808.html,309.3 KB
102,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13620-INFO-EMP-LINKEDIN-FR-1557974215.html,301.2 KB,2023-04-07 13:47:46.673809,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13620-INFO-EMP-LINKEDIN-FR-1557974215.html,301.2 KB
103,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13709-AVIS-SOC-GLASSDOOR-E1365869_P2.html,646.3 KB,2023-04-07 13:47:46.674513,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13709-AVIS-SOC-GLASSDOOR-E1365869_P2.html,646.3 KB
104,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13705-INFO-EMP-LINKEDIN-FR-1602917662.html,351.5 KB,2023-04-07 13:47:46.675175,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13705-INFO-EMP-LINKEDIN-FR-1602917662.html,351.5 KB
105,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13577-INFO-SOC-GLASSDOOR-E235143_P1.html,221.1 KB,2023-04-07 13:47:46.675840,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13577-INFO-SOC-GLASSDOOR-E235143_P1.html,221.1 KB
106,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13551-AVIS-SOC-GLASSDOOR-E794111_P1.html,480.5 KB,2023-04-07 13:47:46.676563,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13551-AVIS-SOC-GLASSDOOR-E794111_P1.html,480.5 KB
107,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13637-INFO-SOC-GLASSDOOR-E3133104_P1.html,184.9 KB,2023-04-07 13:47:46.677235,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13637-INFO-SOC-GLASSDOOR-E3133104_P1.html,184.9 KB
108,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13619-INFO-SOC-GLASSDOOR-E800152_P1.html,214.3 KB,2023-04-07 13:47:46.677868,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13619-INFO-SOC-GLASSDOOR-E800152_P1.html,214.3 KB
109,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13668-AVIS-SOC-GLASSDOOR-E1127933_P2.html,521.6 KB,2023-04-07 13:47:46.678562,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13668-AVIS-SOC-GLASSDOOR-E1127933_P2.html,521.6 KB
110,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13586-INFO-EMP-LINKEDIN-FR-1559602447.html,400.7 KB,2023-04-07 13:47:46.679220,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13586-INFO-EMP-LINKEDIN-FR-1559602447.html,400.7 KB
111,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13796-AVIS-SOC-GLASSDOOR-E3054_P1.html,699.8 KB,2023-04-07 13:47:46.679867,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13796-AVIS-SOC-GLASSDOOR-E3054_P1.html,699.8 KB
112,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13765-INFO-EMP-LINKEDIN-FR-1490382724.html,250.4 KB,2023-04-07 13:47:46.680639,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13765-INFO-EMP-LINKEDIN-FR-1490382724.html,250.4 KB
113,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13712-INFO-SOC-GLASSDOOR-E3041003_P1.html,188.5 KB,2023-04-07 13:47:46.681373,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13712-INFO-SOC-GLASSDOOR-E3041003_P1.html,188.5 KB
114,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13693-INFO-EMP-LINKEDIN-FR-1573124115.html,410.4 KB,2023-04-07 13:47:46.682249,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13693-INFO-EMP-LINKEDIN-FR-1573124115.html,410.4 KB
115,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13665-INFO-EMP-LINKEDIN-FR-1611024126.html,144.5 KB,2023-04-07 13:47:46.683262,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13665-INFO-EMP-LINKEDIN-FR-1611024126.html,144.5 KB
116,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13664-INFO-EMP-LINKEDIN-FR-1608842426.html,109.1 KB,2023-04-07 13:47:46.684030,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13664-INFO-EMP-LINKEDIN-FR-1608842426.html,109.1 KB
117,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13655-AVIS-SOC-GLASSDOOR-E717393_P1.html,343.5 KB,2023-04-07 13:47:46.684710,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13655-AVIS-SOC-GLASSDOOR-E717393_P1.html,343.5 KB
118,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13784-INFO-EMP-LINKEDIN-FR-1641913818.html,287.6 KB,2023-04-07 13:47:46.685382,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13784-INFO-EMP-LINKEDIN-FR-1641913818.html,287.6 KB
119,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13546-INFO-EMP-LINKEDIN-FR-1599984246.html,403.9 KB,2023-04-07 13:47:46.686064,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13546-INFO-EMP-LINKEDIN-FR-1599984246.html,403.9 KB
120,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13714-INFO-EMP-LINKEDIN-FR-1640739685.html,356.7 KB,2023-04-07 13:47:46.686751,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13714-INFO-EMP-LINKEDIN-FR-1640739685.html,356.7 KB
121,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13807-INFO-SOC-GLASSDOOR-E1260894_P1.html,409.0 KB,2023-04-07 13:47:46.687482,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13807-INFO-SOC-GLASSDOOR-E1260894_P1.html,409.0 KB
122,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13801-AVIS-SOC-GLASSDOOR-E736804_P2.html,631.3 KB,2023-04-07 13:47:46.688401,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13801-AVIS-SOC-GLASSDOOR-E736804_P2.html,631.3 KB
123,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13762-INFO-SOC-GLASSDOOR-E253138_P1.html,218.5 KB,2023-04-07 13:47:46.689110,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13762-INFO-SOC-GLASSDOOR-E253138_P1.html,218.5 KB
124,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13666-INFO-EMP-LINKEDIN-FR-1617992097.html,132.3 KB,2023-04-07 13:47:46.689799,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13666-INFO-EMP-LINKEDIN-FR-1617992097.html,132.3 KB
125,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13604-INFO-EMP-LINKEDIN-FR-1604818595.html,366.9 KB,2023-04-07 13:47:46.690489,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13604-INFO-EMP-LINKEDIN-FR-1604818595.html,366.9 KB
126,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13801-INFO-SOC-GLASSDOOR-E736804_P1.html,494.6 KB,2023-04-07 13:47:46.691177,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13801-INFO-SOC-GLASSDOOR-E736804_P1.html,494.6 KB
127,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13602-INFO-SOC-GLASSDOOR-E3516_P1.html,224.3 KB,2023-04-07 13:47:46.691854,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13602-INFO-SOC-GLASSDOOR-E3516_P1.html,224.3 KB
128,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13555-INFO-EMP-LINKEDIN-FR-1602837931.html,269.1 KB,2023-04-07 13:47:46.692544,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13555-INFO-EMP-LINKEDIN-FR-1602837931.html,269.1 KB
129,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13718-INFO-EMP-LINKEDIN-FR-1418691215.html,365.5 KB,2023-04-07 13:47:46.693290,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13718-INFO-EMP-LINKEDIN-FR-1418691215.html,365.5 KB
130,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13731-INFO-EMP-LINKEDIN-FR-1602844051.html,129.2 KB,2023-04-07 13:47:46.693996,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13731-INFO-EMP-LINKEDIN-FR-1602844051.html,129.2 KB
131,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13710-INFO-EMP-LINKEDIN-FR-1640585826.html,327.6 KB,2023-04-07 13:47:46.694686,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13710-INFO-EMP-LINKEDIN-FR-1640585826.html,327.6 KB
132,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13623-INFO-EMP-LINKEDIN-FR-1624707100.html,299.8 KB,2023-04-07 13:47:46.695389,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13623-INFO-EMP-LINKEDIN-FR-1624707100.html,299.8 KB
133,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13767-INFO-EMP-LINKEDIN-FR-1644723772.html,320.9 KB,2023-04-07 13:47:46.696069,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13767-INFO-EMP-LINKEDIN-FR-1644723772.html,320.9 KB
134,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13786-INFO-EMP-LINKEDIN-FR-1590048437.html,120.0 KB,2023-04-07 13:47:46.696782,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13786-INFO-EMP-LINKEDIN-FR-1590048437.html,120.0 KB
135,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13630-AVIS-SOC-GLASSDOOR-E456207_P1.html,371.4 KB,2023-04-07 13:47:46.697481,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13630-AVIS-SOC-GLASSDOOR-E456207_P1.html,371.4 KB
136,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13622-INFO-SOC-GLASSDOOR-E847875_P1.html,218.8 KB,2023-04-07 13:47:46.698362,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13622-INFO-SOC-GLASSDOOR-E847875_P1.html,218.8 KB
137,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13651-INFO-EMP-LINKEDIN-FR-1602795809.html,224.0 KB,2023-04-07 13:47:46.699051,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13651-INFO-EMP-LINKEDIN-FR-1602795809.html,224.0 KB
138,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13587-AVIS-SOC-GLASSDOOR-E1838_P2.html,722.8 KB,2023-04-07 13:47:46.699722,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13587-AVIS-SOC-GLASSDOOR-E1838_P2.html,722.8 KB
139,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13554-INFO-EMP-LINKEDIN-FR-1634138009.html,349.8 KB,2023-04-07 13:47:46.700419,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13554-INFO-EMP-LINKEDIN-FR-1634138009.html,349.8 KB
140,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13580-INFO-EMP-LINKEDIN-FR-1623044159.html,76.8 KB,2023-04-07 13:47:46.701126,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13580-INFO-EMP-LINKEDIN-FR-1623044159.html,76.8 KB
141,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13623-AVIS-SOC-GLASSDOOR-E1146056_P1.html,467.6 KB,2023-04-07 13:47:46.701787,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13623-AVIS-SOC-GLASSDOOR-E1146056_P1.html,467.6 KB
142,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13552-AVIS-SOC-GLASSDOOR-E2131167_P1.html,415.1 KB,2023-04-07 13:47:46.702459,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13552-AVIS-SOC-GLASSDOOR-E2131167_P1.html,415.1 KB
143,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13699-AVIS-SOC-GLASSDOOR-E3489_P1.html,437.3 KB,2023-04-07 13:47:46.703146,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13699-AVIS-SOC-GLASSDOOR-E3489_P1.html,437.3 KB
144,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13669-INFO-EMP-LINKEDIN-FR-1465801732.html,238.2 KB,2023-04-07 13:47:46.703804,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP/13669-INFO-EMP-LINKEDIN-FR-1465801732.html,238.2 KB
145,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13585-INFO-SOC-GLASSDOOR-E13058_P1.html,221.5 KB,2023-04-07 13:47:46.704479,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13585-INFO-SOC-GLASSDOOR-E13058_P1.html,221.5 KB
146,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13710-AVIS-SOC-GLASSDOOR-E476908_P1.html,449.7 KB,2023-04-07 13:47:46.705147,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13710-AVIS-SOC-GLASSDOOR-E476908_P1.html,449.7 KB
147,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,594.8 KB,2023-04-07 13:47:46.705824,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13612-AVIS-SOC-GLASSDOOR-E845851_P2.html,594.8 KB
148,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13641-INFO-SOC-GLASSDOOR-E28187_P1.html,224.7 KB,2023-04-07 13:47:46.706501,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13641-INFO-SOC-GLASSDOOR-E28187_P1.html,224.7 KB
149,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13614-AVIS-SOC-GLASSDOOR-E230035_P2.html,639.6 KB,2023-04-07 13:47:46.707175,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13614-AVIS-SOC-GLASSDOOR-E230035_P2.html,639.6 KB
150,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13615-INFO-SOC-GLASSDOOR-E6538_P1.html,217.2 KB,2023-04-07 13:47:46.707836,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC/13615-INFO-SOC-GLASSDOOR-E6538_P1.html,217.2 KB
151,/home/anthony/Documents/TD_DATALAKE/DATALAKE/0_SOURCE_WEB/13648-AVIS-SOC-GLASSDOOR-E1137726_P1.html,426.8 KB,2023-04-07 13:47:46.708567,/home/anthony/Documents/TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI/13648-AVIS-SOC-GLASSDOOR-E1137726_P1.html,426.8 KB
